Cluster_category,date_ym,n,n_id,n_id_distinct
Declines contraindications and other exceptions,2017-07,10,10,10
Declines contraindications and other exceptions,2017-08,20,20,15
Declines contraindications and other exceptions,2017-09,10,10,10
Declines contraindications and other exceptions,2017-10,20,20,10
Declines contraindications and other exceptions,2017-11,30,30,15
Declines contraindications and other exceptions,2017-12,20,20,10
Declines contraindications and other exceptions,2018-01,10,10,10
Declines contraindications and other exceptions,2018-02,15,15,15
Declines contraindications and other exceptions,2018-03,25,25,20
Declines contraindications and other exceptions,2018-04,10,10,10
Declines contraindications and other exceptions,2018-05,104745,104745,81280
Declines contraindications and other exceptions,2018-06,290255,290255,219330
Declines contraindications and other exceptions,2018-07,324380,324380,245320
Declines contraindications and other exceptions,2018-08,351825,351825,267950
Declines contraindications and other exceptions,2018-09,611650,611650,494880
Declines contraindications and other exceptions,2018-10,789345,789345,625695
Declines contraindications and other exceptions,2018-11,831190,831190,653865
Declines contraindications and other exceptions,2018-12,677890,677890,524815
Declines contraindications and other exceptions,2019-01,1023750,1023750,756220
Declines contraindications and other exceptions,2019-02,1064895,1064895,763280
Declines contraindications and other exceptions,2019-03,1512285,1512285,1023440
Declines contraindications and other exceptions,2019-04,323200,323200,237405
Declines contraindications and other exceptions,2019-05,341425,341425,249730
Declines contraindications and other exceptions,2019-06,347335,347335,254015
Declines contraindications and other exceptions,2019-07,418545,418545,301445
Declines contraindications and other exceptions,2019-08,401885,401885,293595
Declines contraindications and other exceptions,2019-09,785850,785850,601125
Declines contraindications and other exceptions,2019-10,1006065,1006065,754095
Declines contraindications and other exceptions,2019-11,971890,971890,716190
Declines contraindications and other exceptions,2019-12,836990,836990,609610
Declines contraindications and other exceptions,2020-01,1235320,1235320,853465
Declines contraindications and other exceptions,2020-02,1206825,1206825,816375
Declines contraindications and other exceptions,2020-03,1373545,1373545,929425
Declines contraindications and other exceptions,2020-04,181595,181595,132980
Declines contraindications and other exceptions,2020-05,198140,198140,144880
Declines contraindications and other exceptions,2020-06,258245,258245,186895
Declines contraindications and other exceptions,2020-07,314175,314175,216550
Declines contraindications and other exceptions,2020-08,316140,316140,233510
Declines contraindications and other exceptions,2020-09,739005,739005,569140
Declines contraindications and other exceptions,2020-10,915180,915180,701155
Declines contraindications and other exceptions,2020-11,1143270,1143270,891520
Declines contraindications and other exceptions,2020-12,1052395,1052395,834665
Declines contraindications and other exceptions,2021-01,642175,642175,482165
Declines contraindications and other exceptions,2021-02,578865,578865,419765
Declines contraindications and other exceptions,2021-03,951265,951265,676445
Declines contraindications and other exceptions,2021-04,298255,298255,213915
Declines contraindications and other exceptions,2021-05,322550,322550,232710
Declines contraindications and other exceptions,2021-06,379580,379580,269960
Declines contraindications and other exceptions,2021-07,400095,400095,289805
Declines contraindications and other exceptions,2021-08,418350,418350,306660
Declines contraindications and other exceptions,2021-09,664775,664775,510520
Declines contraindications and other exceptions,2021-10,727270,727270,552905
Declines contraindications and other exceptions,2021-11,850210,850210,638985
Declines contraindications and other exceptions,2021-12,735390,735390,554085
Declines contraindications and other exceptions,2022-01,947390,947390,700690
Declines contraindications and other exceptions,2022-02,1035910,1035910,754165
Declines contraindications and other exceptions,2022-03,1877420,1877420,1384370
Declines contraindications and other exceptions,2022-04,365010,365010,276650
Declines contraindications and other exceptions,2022-05,443640,443640,338905
Declines contraindications and other exceptions,2022-06,409460,409460,315710
Declines contraindications and other exceptions,2022-07,447005,447005,342980
Declines contraindications and other exceptions,2022-08,500285,500285,387645
Declines contraindications and other exceptions,2022-09,661580,661580,527000
Declines contraindications and other exceptions,2022-10,879725,879725,713790
Declines contraindications and other exceptions,2022-11,1080365,1080365,876015
Declines contraindications and other exceptions,2022-12,813625,813625,658690
Declines contraindications and other exceptions,2023-01,1318625,1318625,1032860
Declines contraindications and other exceptions,2023-02,1501525,1501525,1181340
Declines contraindications and other exceptions,2023-03,2623985,2623985,2116580
Declines contraindications and other exceptions,2023-04,378240,378240,310860
Declines contraindications and other exceptions,2023-05,145215,145215,122090
Diagnoses and findings (including resolved and remission),1990-01,387105,387105,275965
Diagnoses and findings (including resolved and remission),1990-02,55780,55780,39015
Diagnoses and findings (including resolved and remission),1990-03,62740,62740,43555
Diagnoses and findings (including resolved and remission),1990-04,59185,59185,41130
Diagnoses and findings (including resolved and remission),1990-05,66305,66305,45785
Diagnoses and findings (including resolved and remission),1990-06,70410,70410,48825
Diagnoses and findings (including resolved and remission),1990-07,71040,71040,48730
Diagnoses and findings (including resolved and remission),1990-08,61460,61460,42630
Diagnoses and findings (including resolved and remission),1990-09,69920,69920,48670
Diagnoses and findings (including resolved and remission),1990-10,80075,80075,55240
Diagnoses and findings (including resolved and remission),1990-11,82185,82185,56820
Diagnoses and findings (including resolved and remission),1990-12,72095,72095,49970
Diagnoses and findings (including resolved and remission),1991-01,356560,356560,253245
Diagnoses and findings (including resolved and remission),1991-02,75470,75470,52815
Diagnoses and findings (including resolved and remission),1991-03,82010,82010,57030
Diagnoses and findings (including resolved and remission),1991-04,84200,84200,58060
Diagnoses and findings (including resolved and remission),1991-05,88735,88735,60490
Diagnoses and findings (including resolved and remission),1991-06,86820,86820,59880
Diagnoses and findings (including resolved and remission),1991-07,96650,96650,65840
Diagnoses and findings (including resolved and remission),1991-08,82085,82085,56870
Diagnoses and findings (including resolved and remission),1991-09,96405,96405,65995
Diagnoses and findings (including resolved and remission),1991-10,108475,108475,73120
Diagnoses and findings (including resolved and remission),1991-11,105280,105280,71395
Diagnoses and findings (including resolved and remission),1991-12,97520,97520,66575
Diagnoses and findings (including resolved and remission),1992-01,414160,414160,291300
Diagnoses and findings (including resolved and remission),1992-02,102440,102440,70520
Diagnoses and findings (including resolved and remission),1992-03,111495,111495,75815
Diagnoses and findings (including resolved and remission),1992-04,101315,101315,69450
Diagnoses and findings (including resolved and remission),1992-05,98440,98440,67335
Diagnoses and findings (including resolved and remission),1992-06,121960,121960,82905
Diagnoses and findings (including resolved and remission),1992-07,117230,117230,79795
Diagnoses and findings (including resolved and remission),1992-08,95520,95520,65980
Diagnoses and findings (including resolved and remission),1992-09,118930,118930,81060
Diagnoses and findings (including resolved and remission),1992-10,124425,124425,84345
Diagnoses and findings (including resolved and remission),1992-11,124405,124405,84520
Diagnoses and findings (including resolved and remission),1992-12,121510,121510,82375
Diagnoses and findings (including resolved and remission),1993-01,455790,455790,319495
Diagnoses and findings (including resolved and remission),1993-02,135870,135870,92455
Diagnoses and findings (including resolved and remission),1993-03,157755,157755,106245
Diagnoses and findings (including resolved and remission),1993-04,131115,131115,88890
Diagnoses and findings (including resolved and remission),1993-05,133055,133055,90630
Diagnoses and findings (including resolved and remission),1993-06,148985,148985,100975
Diagnoses and findings (including resolved and remission),1993-07,148780,148780,101245
Diagnoses and findings (including resolved and remission),1993-08,128390,128390,87905
Diagnoses and findings (including resolved and remission),1993-09,153890,153890,103880
Diagnoses and findings (including resolved and remission),1993-10,152855,152855,102650
Diagnoses and findings (including resolved and remission),1993-11,162855,162855,108870
Diagnoses and findings (including resolved and remission),1993-12,149840,149840,100910
Diagnoses and findings (including resolved and remission),1994-01,512940,512940,356830
Diagnoses and findings (including resolved and remission),1994-02,157595,157595,106825
Diagnoses and findings (including resolved and remission),1994-03,180915,180915,120925
Diagnoses and findings (including resolved and remission),1994-04,150570,150570,102965
Diagnoses and findings (including resolved and remission),1994-05,161100,161100,108640
Diagnoses and findings (including resolved and remission),1994-06,172460,172460,116970
Diagnoses and findings (including resolved and remission),1994-07,156870,156870,107170
Diagnoses and findings (including resolved and remission),1994-08,149780,149780,101670
Diagnoses and findings (including resolved and remission),1994-09,168340,168340,114040
Diagnoses and findings (including resolved and remission),1994-10,168555,168555,113850
Diagnoses and findings (including resolved and remission),1994-11,184810,184810,123335
Diagnoses and findings (including resolved and remission),1994-12,165930,165930,111805
Diagnoses and findings (including resolved and remission),1995-01,556590,556590,386530
Diagnoses and findings (including resolved and remission),1995-02,168450,168450,114615
Diagnoses and findings (including resolved and remission),1995-03,195215,195215,130385
Diagnoses and findings (including resolved and remission),1995-04,159595,159595,108950
Diagnoses and findings (including resolved and remission),1995-05,191580,191580,127930
Diagnoses and findings (including resolved and remission),1995-06,192385,192385,129895
Diagnoses and findings (including resolved and remission),1995-07,174890,174890,118805
Diagnoses and findings (including resolved and remission),1995-08,161500,161500,109845
Diagnoses and findings (including resolved and remission),1995-09,181605,181605,122610
Diagnoses and findings (including resolved and remission),1995-10,194440,194440,130430
Diagnoses and findings (including resolved and remission),1995-11,205745,205745,137135
Diagnoses and findings (including resolved and remission),1995-12,171995,171995,117055
Diagnoses and findings (including resolved and remission),1996-01,582410,582410,400985
Diagnoses and findings (including resolved and remission),1996-02,196870,196870,132780
Diagnoses and findings (including resolved and remission),1996-03,202320,202320,136380
Diagnoses and findings (including resolved and remission),1996-04,192045,192045,130360
Diagnoses and findings (including resolved and remission),1996-05,204380,204380,137585
Diagnoses and findings (including resolved and remission),1996-06,196580,196580,134125
Diagnoses and findings (including resolved and remission),1996-07,211720,211720,141670
Diagnoses and findings (including resolved and remission),1996-08,175065,175065,119720
Diagnoses and findings (including resolved and remission),1996-09,208945,208945,140600
Diagnoses and findings (including resolved and remission),1996-10,222590,222590,149265
Diagnoses and findings (including resolved and remission),1996-11,216120,216120,145975
Diagnoses and findings (including resolved and remission),1996-12,201400,201400,136080
Diagnoses and findings (including resolved and remission),1997-01,604245,604245,415775
Diagnoses and findings (including resolved and remission),1997-02,209920,209920,142670
Diagnoses and findings (including resolved and remission),1997-03,209830,209830,142555
Diagnoses and findings (including resolved and remission),1997-04,234970,234970,157930
Diagnoses and findings (including resolved and remission),1997-05,220145,220145,148605
Diagnoses and findings (including resolved and remission),1997-06,226330,226330,153310
Diagnoses and findings (including resolved and remission),1997-07,237900,237900,159505
Diagnoses and findings (including resolved and remission),1997-08,188555,188555,128910
Diagnoses and findings (including resolved and remission),1997-09,239945,239945,161180
Diagnoses and findings (including resolved and remission),1997-10,252660,252660,168770
Diagnoses and findings (including resolved and remission),1997-11,235120,235120,158235
Diagnoses and findings (including resolved and remission),1997-12,239335,239335,159450
Diagnoses and findings (including resolved and remission),1998-01,655960,655960,451060
Diagnoses and findings (including resolved and remission),1998-02,241570,241570,163035
Diagnoses and findings (including resolved and remission),1998-03,270920,270920,180110
Diagnoses and findings (including resolved and remission),1998-04,251135,251135,166685
Diagnoses and findings (including resolved and remission),1998-05,240415,240415,161730
Diagnoses and findings (including resolved and remission),1998-06,283035,283035,188545
Diagnoses and findings (including resolved and remission),1998-07,279060,279060,185835
Diagnoses and findings (including resolved and remission),1998-08,229240,229240,155860
Diagnoses and findings (including resolved and remission),1998-09,278070,278070,185650
Diagnoses and findings (including resolved and remission),1998-10,287075,287075,191330
Diagnoses and findings (including resolved and remission),1998-11,293710,293710,195400
Diagnoses and findings (including resolved and remission),1998-12,281570,281570,187450
Diagnoses and findings (including resolved and remission),1999-01,672180,672180,459770
Diagnoses and findings (including resolved and remission),1999-02,287285,287285,192475
Diagnoses and findings (including resolved and remission),1999-03,341965,341965,223885
Diagnoses and findings (including resolved and remission),1999-04,304445,304445,202645
Diagnoses and findings (including resolved and remission),1999-05,303295,303295,203215
Diagnoses and findings (including resolved and remission),1999-06,344390,344390,227715
Diagnoses and findings (including resolved and remission),1999-07,332020,332020,219030
